,Business,Frugal Spender,Medium Spender,Medium High Spender,High Spender
0,0.30059747382706853,0.0,0.6994025261729315,0.0,0.0
1,0.5319369944351864,0.0,0.0,0.46806300556481356,0.0
2,0.0,0.7623447322089028,0.23765526779109725,0.0,0.0
3,0.7176177033940971,0.0,0.0,0.09045977681076946,0.19192251979513333
4,0.09381495231634955,0.0,0.0,0.9061850476836504,0.0
5,0.43253548812669823,0.0,0.0,0.29538218260312776,0.272082329270174
6,0.5742210530540959,0.0,0.0,0.4257789469459041,0.0
7,0.31816742479328075,0.0,0.0,0.6818325752067191,0.0
8,0.5892781604840024,0.0,0.0,0.2972910852362192,0.11343075427977818
9,0.6310454040317139,0.0,0.0,0.3689545959682861,0.0
10,0.6176265625327184,0.0,0.0,0.0,0.38237343746728164
11,0.7654584307121474,0.0,0.0,0.10415630029391196,0.13038526899394076
12,0.534878881945734,0.0,0.09760608826761952,0.3675150297866465,0.0
13,0.4593630045320189,0.0,0.0,0.0,0.5406369954679812
14,0.5425825141863629,0.0,0.0,0.45741748581363695,0.0
15,0.0,0.07334515009256595,0.1562647337403771,0.770390116167057,0.0
16,0.2424942691282509,0.0,0.0,0.0,0.757505730871749
17,0.4793143922253637,0.0,0.0,0.5206856077746362,0.0
18,0.0,0.0,0.0,1.0,0.0
19,0.3577573556879482,0.0,0.0,0.6422426443120517,0.0
20,0.7874436122967039,0.0,0.0,0.212556387703296,0.0
21,0.46640467112833744,0.0,0.0,0.0,0.5335953288716626
22,0.2349960238323878,0.0,0.5300417313631202,0.2349622448044921,0.0
23,0.39202603164317107,0.0,0.10063488921431202,0.507339079142517,0.0
24,0.22066614780859614,0.4341488614606576,0.34518499073074627,0.0,0.0
25,0.5076824784186372,0.0,0.0,0.4923175215813627,0.0
26,0.2729688149641565,0.0,0.0,0.7270311850358435,0.0
27,0.39750571714141186,0.0,0.0,0.6024942828585881,0.0
28,0.5534418982670049,0.0,0.0,0.44655810173299504,0.0
29,0.08668934433229544,0.0,0.0,0.9133106556677046,0.0
30,0.40883830309778857,0.0,0.0,0.5911616969022114,0.0
31,0.0,0.8229389183513942,0.17706108164860587,0.0,0.0
32,0.5659344190579838,0.0,0.0,0.35838808630867525,0.07567749463334106
33,0.0,0.0,0.2654841998986909,0.734515800101309,0.0
34,0.71063357554059,0.0,0.0,0.0,0.2893664244594101
35,0.6052604781181169,0.0,0.0,0.3947395218818832,0.0
36,0.36818884310769256,0.0,0.0,0.5522825412088329,0.07952861568347455
37,0.270403354249299,0.0,0.0,0.413417136890681,0.31617950886002005
38,0.3943614082994618,0.0,0.0,0.0,0.605638591700538
39,0.6184653527670451,0.0,0.0,0.3815346472329548,0.0
40,0.11278671469444748,0.0,0.0,0.8872132853055525,0.0
41,0.4853502070437673,0.0,0.0,0.5146497929562327,0.0
42,0.6642791927071064,0.23978800104295533,0.0959328062499382,0.0,0.0
43,0.0,0.0,0.0,1.0,0.0
44,0.4795411770477014,0.0,0.0,0.5204588229522985,0.0
45,0.8063737534375364,0.0,0.0,0.19362624656246358,0.0
46,0.0,0.0,0.0,1.0,0.0
47,0.5545825308567641,0.0,0.0,0.44541746914323593,0.0
48,0.0,0.0,0.0,1.0,0.0
49,0.418697963238337,0.0,0.0,0.2967292293996952,0.28457280736196783
50,0.26508667013083304,0.0,0.35097148460485134,0.08855326004357107,0.2953885852207445
51,0.0,0.0,0.19038992309013655,0.8096100769098634,0.0
52,0.2500780217475347,0.0,0.0,0.5684895495892638,0.18143242866320147
53,0.43652747845292844,0.0,0.0,0.5634725215470716,0.0
54,0.47863381458339155,0.0,0.0,0.5213661854166083,0.0
55,0.0,0.0804802793607054,0.4888040140232099,0.43071570661608466,0.0
56,0.2736827489555983,0.0,0.0,0.7263172510444017,0.0
57,0.3147661410929332,0.4249176453633943,0.2603162135436725,0.0,0.0
58,0.3889610749406639,0.0,0.5229258308984402,0.08811309416089595,0.0
59,0.0,0.0,0.0,1.0,0.0
60,0.3968179175841626,0.0,0.0,0.08997126824241264,0.5132108141734248
61,0.0,0.0,0.0,1.0,0.0
62,0.5351766800553487,0.0,0.09913925132656569,0.0,0.3656840686180857
63,0.29085779031478054,0.0,0.0,0.6197836536763213,0.08935855600889814
64,0.49209539020358845,0.0,0.0,0.5079046097964116,0.0
65,0.33834758223897077,0.0,0.0,0.5502005820403522,0.1114518357206772
66,0.5014742267668629,0.0,0.0,0.49852577323313707,0.0
67,0.4976760042631647,0.0,0.0,0.4070177183755243,0.09530627736131099
68,0.31716329313980135,0.0,0.0,0.6828367068601987,0.0
69,0.0,0.0,0.4726629250236903,0.5273370749763097,0.0
70,0.0,0.0,0.0,1.0,0.0
71,0.6745885807035811,0.0,0.0,0.3254114192964188,0.0
72,0.0,0.8393818516524487,0.1606181483475513,0.0,0.0
73,0.26863280976098014,0.0,0.0,0.0,0.7313671902390197
74,0.0,0.0,0.0,1.0,0.0
75,0.5146400533609893,0.18159197932469642,0.21216528981185195,0.09160267750246226,0.0
76,0.7215278657673072,0.0,0.0,0.2784721342326927,0.0
77,0.5935786449554588,0.0,0.0,0.40642135504454124,0.0
78,0.63616438746222,0.0,0.0,0.36383561253777996,0.0
79,0.37016378779928755,0.0,0.0,0.6298362122007124,0.0
80,0.35919981421558494,0.0,0.0,0.6408001857844151,0.0
81,0.2799592464901195,0.3137482812774337,0.40629247223244686,0.0,0.0
82,0.4016019413745374,0.11623025168968747,0.29655870007886864,0.18560910685690651,0.0
83,0.2567710384786678,0.07745403681656256,0.5706437531059023,0.09513117159886729,0.0
84,0.48265337946947406,0.0,0.0,0.40672217131239846,0.11062444921812764
85,0.0,0.0,0.0,1.0,0.0
86,0.0,0.0,0.0,1.0,0.0
87,0.476571763045795,0.0,0.0,0.4053596945501442,0.11806854240406085
88,0.3771126433718087,0.0,0.0,0.6228873566281913,0.0
89,0.4283619368970904,0.0,0.0,0.5716380631029097,0.0
90,0.7179821321954185,0.0,0.0,0.28201786780458143,0.0
91,0.0,0.0,0.0,1.0,0.0
92,0.6797308292394991,0.0,0.0,0.3202691707605009,0.0
93,0.0,0.4499435647605017,0.4600334096182662,0.0900230256212321,0.0
94,0.6152623056418033,0.0,0.1828201328284532,0.09397113866394878,0.10794642286579471
95,0.5374396191069957,0.0,0.0,0.2320644543455564,0.23049592654744783
96,0.6334930353889398,0.0,0.0,0.0,0.36650696461106014
